,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,clusters
17058,United States of America,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate,0
17059,Germany,Leimen,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,0
17060,Russian Federation,Leningradskaya,37,Good,1,Good,37,Good,1,Good,9,Good,0
17061,Poland,Libiaz,88,Moderate,1,Good,40,Good,2,Good,88,Moderate,0
17062,Netherlands,Lichtenvoorde,32,Good,0,Good,32,Good,1,Good,21,Good,0
17063,India,Kandi,150,Unhealthy,3,Good,150,Unhealthy,2,Good,103,Unhealthy for Sensitive Groups,2
17064,Indonesia,Karangampel,72,Moderate,1,Good,44,Good,0,Good,72,Moderate,0
17065,Russian Federation,Karymskoye,58,Moderate,1,Good,29,Good,0,Good,58,Moderate,0
17066,Australia,Katherine,18,Good,0,Good,18,Good,0,Good,11,Good,0
17067,Lithuania,Kelme,31,Good,1,Good,29,Good,1,Good,31,Good,0
17068,Pakistan,Khuzdar,151,Unhealthy,0,Good,43,Good,0,Good,151,Unhealthy,2
17069,United Kingdom of Great Britain and Northern Ireland,Kilwinning,27,Good,1,Good,27,Good,2,Good,26,Good,0
17070,Slovakia,Kolarovo,68,Moderate,1,Good,40,Good,1,Good,68,Moderate,0
17071,Malaysia,Kota Bahru,66,Moderate,2,Good,38,Good,0,Good,66,Moderate,0
17072,Iran (Islamic Republic of),Kuhdasht,56,Moderate,1,Good,55,Moderate,0,Good,56,Moderate,0
17073,Zimbabwe,Kwekwe,37,Good,1,Good,18,Good,0,Good,37,Good,0
17074,United States of America,Laguna Niguel,55,Moderate,2,Good,18,Good,14,Good,55,Moderate,0
17075,United States of America,East Longmeadow,57,Moderate,1,Good,22,Good,10,Good,57,Moderate,0
17076,United Kingdom of Great Britain and Northern Ireland,Eaton Socon,38,Good,1,Good,38,Good,2,Good,16,Good,0
17077,Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,0
17078,Turkey,Edremit,58,Moderate,1,Good,38,Good,0,Good,58,Moderate,0
17079,South Africa,Ekangala,166,Unhealthy,6,Good,13,Good,15,Good,166,Unhealthy,2
17080,Germany,Marienberg,53,Moderate,1,Good,47,Good,0,Good,53,Moderate,0
17081,United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,0
17082,India,Maurawan,174,Unhealthy,4,Good,70,Moderate,7,Good,174,Unhealthy,2
17083,Russian Federation,Mesker Yurt,56,Moderate,1,Good,44,Good,2,Good,56,Moderate,0
17084,Iran (Islamic Republic of),Miandoab,64,Moderate,1,Good,50,Good,0,Good,64,Moderate,0
17085,United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,0
17086,India,Mihona,171,Unhealthy,4,Good,101,Unhealthy for Sensitive Groups,4,Good,171,Unhealthy,2
17087,Turkey,Milas,82,Moderate,1,Good,82,Moderate,1,Good,43,Good,0
17088,China,Mingshui,167,Unhealthy,6,Good,120,Unhealthy for Sensitive Groups,17,Good,167,Unhealthy,2
17089,Uganda,Mityana,90,Moderate,2,Good,14,Good,1,Good,90,Moderate,0
17090,France,Montmorency,68,Moderate,1,Good,45,Good,1,Good,68,Moderate,0
17091,Russian Federation,Moshkovo,54,Moderate,1,Good,18,Good,5,Good,54,Moderate,0
17092,United States of America,Moultrie,74,Moderate,1,Good,74,Moderate,1,Good,37,Good,0
17093,South Africa,Mpophomeni,74,Moderate,2,Good,25,Good,3,Good,74,Moderate,0
17094,United Republic of Tanzania,Mtimbira,19,Good,0,Good,14,Good,0,Good,19,Good,0
17095,Germany,Mullheim,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate,0
17096,India,Multai,162,Unhealthy,2,Good,14,Good,9,Good,162,Unhealthy,2
17097,Russian Federation,Murmashi,30,Good,1,Good,30,Good,0,Good,27,Good,0
17098,India,Naduvattam,78,Moderate,2,Good,17,Good,4,Good,78,Moderate,0
17099,Yemen,Zabid,151,Unhealthy,2,Good,93,Moderate,1,Good,151,Unhealthy,2
17100,Croatia,Zagreb,75,Moderate,1,Good,67,Moderate,0,Good,75,Moderate,0
17101,Republic of North Macedonia,Zajas,113,Unhealthy for Sensitive Groups,1,Good,37,Good,0,Good,113,Unhealthy for Sensitive Groups,2
17102,Poland,Zary,45,Good,1,Good,45,Good,0,Good,37,Good,0
17103,Germany,Zittau,55,Moderate,1,Good,43,Good,1,Good,55,Moderate,0
17104,Italy,Zola Predosa,59,Moderate,1,Good,59,Moderate,0,Good,57,Moderate,0
17105,Japan,Zushi,67,Moderate,1,Good,39,Good,7,Good,67,Moderate,0
17106,United States of America,Yonkers,54,Moderate,1,Good,39,Good,5,Good,54,Moderate,0
17107,China,Yumen,218,Very Unhealthy,0,Good,39,Good,0,Good,218,Very Unhealthy,2
17108,Ukraine,Yuzhne,48,Good,1,Good,35,Good,0,Good,48,Good,0
17109,Philippines,Iriga,58,Moderate,1,Good,26,Good,0,Good,58,Moderate,0
17110,United Republic of Tanzania,Itumba,17,Good,0,Good,17,Good,0,Good,13,Good,0
17111,Latvia,Jurmala,56,Moderate,2,Good,26,Good,1,Good,56,Moderate,0
17112,Poland,Gizycko,49,Good,1,Good,21,Good,2,Good,49,Good,0
17113,Norway,Gjovik,25,Good,0,Good,25,Good,0,Good,21,Good,0
17114,India,Gondal,154,Unhealthy,0,Good,29,Good,0,Good,154,Unhealthy,2
17115,Serbia,Gornji Milanovac,59,Moderate,1,Good,39,Good,0,Good,59,Moderate,0
17116,Senegal,Gossas,161,Unhealthy,2,Good,13,Good,3,Good,161,Unhealthy,2
17117,United Kingdom of Great Britain and Northern Ireland,Greenock,57,Moderate,1,Good,24,Good,3,Good,57,Moderate,0
17118,France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,0
17119,Italy,Grottammare,59,Moderate,2,Good,35,Good,8,Good,59,Moderate,0
17120,Uzbekistan,Gurlan,60,Moderate,1,Good,44,Good,0,Good,60,Moderate,0
17121,Cyprus,Guzelyurt,49,Good,1,Good,49,Good,0,Good,30,Good,0
17122,United States of America,Haddonfield,70,Moderate,1,Good,38,Good,5,Good,70,Moderate,0
17123,Turkey,Hadimkoy,52,Moderate,1,Good,44,Good,0,Good,52,Moderate,0
17124,China,Hanzhong,112,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups,0,Good,76,Moderate,2
17125,United States of America,Hemet,55,Moderate,2,Good,13,Good,12,Good,55,Moderate,0
17126,India,Hoshiarpur,144,Unhealthy for Sensitive Groups,3,Good,139,Unhealthy for Sensitive Groups,1,Good,144,Unhealthy for Sensitive Groups,2
17127,Germany,Hoyerswerda,80,Moderate,1,Good,36,Good,2,Good,80,Moderate,0
17128,Peru,Huaral,137,Unhealthy for Sensitive Groups,4,Good,11,Good,10,Good,137,Unhealthy for Sensitive Groups,2
17129,China,Hunchun,35,Good,1,Good,35,Good,0,Good,21,Good,0
17130,Denmark,Herning,32,Good,0,Good,32,Good,0,Good,24,Good,0
17131,Mexico,Hidalgo,78,Moderate,1,Good,22,Good,0,Good,78,Moderate,0
17132,Pakistan,Kharian,158,Unhealthy,3,Good,146,Unhealthy for Sensitive Groups,0,Good,158,Unhealthy,2
17133,United Republic of Tanzania,Kibaha,42,Good,1,Good,19,Good,0,Good,42,Good,0
17134,United States of America,Kilgore,51,Moderate,1,Good,19,Good,14,Good,51,Moderate,0
17135,Democratic Republic of the Congo,Kinshasa,216,Very Unhealthy,21,Good,105,Unhealthy for Sensitive Groups,7,Good,216,Very Unhealthy,2
17136,United Kingdom of Great Britain and Northern Ireland,Kirkby,34,Good,1,Good,34,Good,3,Good,21,Good,0
17137,Japan,Kitamoto,60,Moderate,1,Good,48,Good,2,Good,60,Moderate,0
17138,Sri Lanka,Kolonnawa,71,Moderate,0,Good,23,Good,1,Good,71,Moderate,0
17139,Russian Federation,Kostomuksha,32,Good,1,Good,32,Good,0,Good,10,Good,0
17140,Russian Federation,Shchuchye,35,Good,1,Good,35,Good,0,Good,18,Good,0
17141,Bangladesh,Shibganj,145,Unhealthy for Sensitive Groups,3,Good,33,Good,10,Good,145,Unhealthy for Sensitive Groups,2
17142,Lithuania,Siauliai,33,Good,1,Good,33,Good,0,Good,23,Good,0
17143,Turkey,Simav,50,Good,1,Good,49,Good,0,Good,50,Good,0
17144,Colombia,Since,63,Moderate,1,Good,21,Good,0,Good,63,Moderate,0
17145,Italy,Sinnai,64,Moderate,1,Good,64,Moderate,1,Good,29,Good,0
17146,Uganda,Sironko,78,Moderate,2,Good,18,Good,1,Good,78,Moderate,0
17147,India,Siswa Bazar,154,Unhealthy,4,Good,26,Good,10,Good,154,Unhealthy,2
17148,Netherlands,Werkendam,38,Good,1,Good,38,Good,1,Good,35,Good,0
17149,United States of America,West Babylon,63,Moderate,2,Good,38,Good,9,Good,63,Moderate,0
17150,United States of America,West Puente Valley,154,Unhealthy,4,Good,13,Good,25,Good,154,Unhealthy,2
17151,United States of America,West Sacramento,45,Good,1,Good,29,Good,5,Good,45,Good,0
17152,Germany,Winnenden,65,Moderate,1,Good,56,Moderate,0,Good,65,Moderate,0
17153,Poland,Wronki,42,Good,1,Good,42,Good,0,Good,25,Good,0
17154,China,Xian,307,Hazardous,19,Good,0,Good,48,Good,307,Hazardous,1
17155,France,Viry Chatillon,73,Moderate,1,Good,44,Good,2,Good,73,Moderate,0
17156,Sweden,Visby,36,Good,1,Good,36,Good,0,Good,13,Good,0
17157,Germany,Voerde,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,0
17158,Greece,Voula,68,Moderate,2,Good,45,Good,7,Good,68,Moderate,0
17159,Republic of Moldova,Vulcanesti,51,Moderate,1,Good,46,Good,0,Good,51,Moderate,0
17160,New Zealand,Waitakere,70,Moderate,0,Good,30,Good,0,Good,70,Moderate,0
17161,South Africa,Warmbad,116,Unhealthy for Sensitive Groups,3,Good,35,Good,2,Good,116,Unhealthy for Sensitive Groups,2
17162,United States of America,Warner Robins,72,Moderate,1,Good,72,Moderate,3,Good,39,Good,0
17163,United States of America,Wausau,57,Moderate,1,Good,27,Good,1,Good,57,Moderate,0
17164,Turkey,Erdemli,58,Moderate,1,Good,41,Good,0,Good,58,Moderate,0
17165,Germany,Erftstadt,54,Moderate,1,Good,35,Good,3,Good,54,Moderate,0
17166,China,Fangshan,163,Unhealthy,4,Good,163,Unhealthy,6,Good,155,Unhealthy,2
17167,Italy,Fasano,55,Moderate,1,Good,51,Moderate,1,Good,55,Moderate,0
17168,United States of America,Findlay,39,Good,2,Good,27,Good,6,Good,39,Good,0
17169,Sweden,Finspang,42,Good,1,Good,42,Good,0,Good,25,Good,0
17170,Pakistan,Fort Abbas,206,Very Unhealthy,1,Good,67,Moderate,0,Good,206,Very Unhealthy,2
17171,Italy,Fossano,109,Unhealthy for Sensitive Groups,2,Good,23,Good,5,Good,109,Unhealthy for Sensitive Groups,2
17172,Germany,Friedrichshafen,46,Good,2,Good,26,Good,6,Good,46,Good,0
17173,Russian Federation,Georgiu Dezh,37,Good,1,Good,27,Good,1,Good,37,Good,0
17174,Ethiopia,Ginir,69,Moderate,0,Good,20,Good,0,Good,69,Moderate,0
17175,Indonesia,Madiun,169,Unhealthy,6,Good,3,Good,20,Good,169,Unhealthy,2
17176,India,Malappuram,132,Unhealthy for Sensitive Groups,3,Good,16,Good,6,Good,132,Unhealthy for Sensitive Groups,2
17177,India,Maler Kotla,163,Unhealthy,4,Good,40,Good,11,Good,163,Unhealthy,2
17178,Philippines,Mamburao,34,Good,1,Good,18,Good,0,Good,34,Good,0
17179,Philippines,Mankayan,31,Good,1,Good,21,Good,3,Good,31,Good,0
17180,Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,0
17181,Tunisia,Manzil Bu Ruqaybah,91,Moderate,1,Good,91,Moderate,1,Good,22,Good,0
17182,Iran (Islamic Republic of),Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate,0
17183,Turkey,Mardin,58,Moderate,1,Good,46,Good,0,Good,58,Moderate,0
17184,Indonesia,Margasari,187,Unhealthy,10,Good,8,Good,25,Good,187,Unhealthy,2
17185,United Kingdom of Great Britain and Northern Ireland,Clydebank,37,Good,1,Good,35,Good,1,Good,37,Good,0
17186,United States of America,Cocoa,63,Moderate,1,Good,63,Moderate,2,Good,30,Good,0
17187,United States of America,Coffeyville,52,Moderate,1,Good,45,Good,1,Good,52,Moderate,0
17188,Honduras,Comayagua,55,Moderate,1,Good,21,Good,0,Good,55,Moderate,0
17189,United States of America,Culver City,131,Unhealthy for Sensitive Groups,3,Good,12,Good,28,Good,131,Unhealthy for Sensitive Groups,2
17190,Poland,Dabrowa Gornicza,59,Moderate,1,Good,44,Good,1,Good,59,Moderate,0
17191,Viet Nam,Phu Ly,164,Unhealthy,8,Good,26,Good,18,Good,164,Unhealthy,2
17192,Brazil,Pirapora Do Bom Jesus,106,Unhealthy for Sensitive Groups,2,Good,24,Good,5,Good,106,Unhealthy for Sensitive Groups,2
17193,Brazil,Piraquara,40,Good,1,Good,17,Good,1,Good,40,Good,0
17194,India,Pithoragarh,94,Moderate,2,Good,27,Good,3,Good,94,Moderate,0
17195,Germany,Plon,42,Good,1,Good,42,Good,0,Good,26,Good,0
17196,United States of America,Pooler,76,Moderate,2,Good,76,Moderate,2,Good,38,Good,0
17197,Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,0
17198,Chile,Puerto Varas,23,Good,1,Good,23,Good,1,Good,17,Good,0
17199,Poland,Pultusk,39,Good,1,Good,39,Good,0,Good,20,Good,0
17200,India,Purna,178,Unhealthy,1,Good,39,Good,2,Good,178,Unhealthy,2
17201,Canada,Quebec,25,Good,1,Good,25,Good,0,Good,8,Good,0
17202,Poland,Radom,44,Good,1,Good,44,Good,0,Good,38,Good,0
17203,India,Raichur,135,Unhealthy for Sensitive Groups,2,Good,33,Good,9,Good,135,Unhealthy for Sensitive Groups,2
17204,India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,2
17205,United States of America,Opelika,49,Good,1,Good,49,Good,3,Good,49,Good,0
17206,Belarus,Orsha,36,Good,1,Good,36,Good,0,Good,20,Good,0
17207,Portugal,Ovar,41,Good,0,Good,41,Good,0,Good,20,Good,0
17208,Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate,0
17209,India,Palitana,100,Unhealthy for Sensitive Groups,1,Good,31,Good,0,Good,100,Unhealthy for Sensitive Groups,0
17210,United States of America,Palmdale,64,Moderate,1,Good,38,Good,5,Good,64,Moderate,0
17211,Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,0
17212,Italy,Palo Del Colle,57,Moderate,1,Good,57,Moderate,0,Good,52,Moderate,0
17213,Philippines,Panacan,14,Good,1,Good,14,Good,0,Good,10,Good,0
17214,India,Panchla,192,Unhealthy,9,Good,5,Good,23,Good,192,Unhealthy,2
17215,Greece,Patrai,121,Unhealthy for Sensitive Groups,1,Good,44,Good,0,Good,121,Unhealthy for Sensitive Groups,2
17216,Brazil,Pelotas,21,Good,0,Good,21,Good,1,Good,19,Good,0
17217,India,Periyapatti,66,Moderate,1,Good,18,Good,4,Good,66,Moderate,0
17218,Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,0
17219,France,Petit Bourg,50,Good,0,Good,28,Good,0,Good,50,Good,0
17220,United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,0
17221,United Republic of Tanzania,Mtinko,20,Good,0,Good,14,Good,0,Good,20,Good,0
17222,Mexico,Muzquiz,65,Moderate,1,Good,32,Good,0,Good,65,Moderate,0
17223,Japan,Naka,74,Moderate,1,Good,74,Moderate,1,Good,27,Good,0
17224,United States of America,Nanuet,60,Moderate,1,Good,25,Good,11,Good,60,Moderate,0
17225,United Republic of Tanzania,Nanyamba,42,Good,0,Good,18,Good,0,Good,42,Good,0
17226,United States of America,Naugatuck,53,Moderate,1,Good,29,Good,8,Good,53,Moderate,0
17227,Japan,Niiza,62,Moderate,1,Good,62,Moderate,3,Good,41,Good,0
17228,United States of America,North Miami Beach,57,Moderate,1,Good,12,Good,13,Good,57,Moderate,0
17229,Italy,Novi Ligure,56,Moderate,1,Good,33,Good,3,Good,56,Moderate,0
17230,Mexico,Ojo Caliente,24,Good,1,Good,19,Good,1,Good,24,Good,0
17231,Netherlands,Oldebroek,33,Good,0,Good,33,Good,1,Good,27,Good,0
17232,India,Takhatgarh,187,Unhealthy,0,Good,34,Good,0,Good,187,Unhealthy,2
17233,Brazil,Tanabi,29,Good,1,Good,12,Good,2,Good,29,Good,0
17234,Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,0
17235,Spain,Tarazona,38,Good,0,Good,38,Good,0,Good,28,Good,0
17236,Indonesia,Tasikmalaya,56,Moderate,1,Good,27,Good,0,Good,56,Moderate,0
17237,United States of America,Temple,41,Good,0,Good,22,Good,2,Good,41,Good,0
17238,China,Tengzhou,165,Unhealthy,3,Good,165,Unhealthy,2,Good,85,Moderate,2
17239,Mexico,Tesistan,74,Moderate,2,Good,2,Good,9,Good,74,Moderate,0
17240,Myanmar,Thayetmyo,37,Good,0,Good,25,Good,0,Good,37,Good,0
17241,Mexico,Tihuatlan,95,Moderate,2,Good,24,Good,4,Good,95,Moderate,0
17242,Canada,Timmins,56,Moderate,1,Good,33,Good,0,Good,56,Moderate,0
17243,India,Tiruvallur,67,Moderate,1,Good,33,Good,0,Good,67,Moderate,0
17244,Japan,Toba,50,Good,1,Good,50,Good,1,Good,22,Good,0
17245,Venezuela (Bolivarian Republic of),Villa Bruzual,81,Moderate,2,Good,9,Good,5,Good,81,Moderate,0
17246,United States of America,Virginia Beach,46,Good,1,Good,46,Good,2,Good,26,Good,0
17247,Brazil,Vitoria Do Mearim,39,Good,1,Good,4,Good,1,Good,39,Good,0
17248,Czechia,Vlasim,57,Moderate,1,Good,22,Good,4,Good,57,Moderate,0
17249,Russian Federation,Vostochnyy,51,Moderate,1,Good,27,Good,12,Good,51,Moderate,0
17250,United States of America,Wantagh,58,Moderate,1,Good,27,Good,12,Good,58,Moderate,0
17251,Nigeria,Warri,202,Very Unhealthy,16,Good,1,Good,8,Good,202,Very Unhealthy,2
17252,France,We,27,Good,0,Good,27,Good,0,Good,11,Good,0
17253,Spain,Tortosa,42,Good,0,Good,42,Good,0,Good,23,Good,0
17254,Japan,Toyoshina,42,Good,1,Good,42,Good,0,Good,15,Good,0
17255,Italy,Travagliato,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,0
17256,Bosnia and Herzegovina,Travnik,73,Moderate,1,Good,28,Good,1,Good,73,Moderate,0
17257,Italy,Trentola Ducenta,50,Good,1,Good,50,Good,1,Good,34,Good,0
17258,Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,0
17259,Czechia,Trutnov,45,Good,1,Good,23,Good,2,Good,45,Good,0
17260,Turkey,Turgutlu,42,Good,1,Good,42,Good,1,Good,32,Good,0
17261,Nigeria,Uga,154,Unhealthy,8,Good,19,Good,6,Good,154,Unhealthy,2
17262,Portugal,Unhos,45,Good,1,Good,38,Good,2,Good,45,Good,0
17263,Russian Federation,Ustyuzhna,25,Good,1,Good,25,Good,0,Good,17,Good,0
17264,France,Vanves,35,Good,1,Good,27,Good,3,Good,35,Good,0
17265,Russian Federation,Verkhnyaya Salda,37,Good,1,Good,37,Good,0,Good,26,Good,0
17266,Nigeria,Onitsha,213,Very Unhealthy,11,Good,8,Good,11,Good,213,Very Unhealthy,2
17267,Romania,Otopeni,63,Moderate,1,Good,42,Good,4,Good,63,Moderate,0
17268,Hungary,Ozd,56,Moderate,1,Good,36,Good,1,Good,56,Moderate,0
17269,Brazil,Pacaembu,29,Good,1,Good,11,Good,0,Good,29,Good,0
17270,United Kingdom of Great Britain and Northern Ireland,Paisley,25,Good,1,Good,25,Good,4,Good,22,Good,0
17271,Guatemala,Palin,92,Moderate,4,Good,5,Good,13,Good,92,Moderate,0
17272,Greece,Pallini,59,Moderate,2,Good,32,Good,13,Good,59,Moderate,0
17273,United States of America,Palm Harbor,45,Good,1,Good,37,Good,7,Good,45,Good,0
17274,Thailand,Prachuap Khiri Khan,28,Good,0,Good,17,Good,0,Good,28,Good,0
17275,Brazil,Presidente Medici,30,Good,1,Good,6,Good,1,Good,30,Good,0
17276,Colombia,Puerto Wilches,55,Moderate,2,Good,6,Good,2,Good,55,Moderate,0
17277,Indonesia,Purwodadi,69,Moderate,1,Good,49,Good,0,Good,69,Moderate,0
17278,Italy,Qualiano,51,Moderate,1,Good,51,Moderate,1,Good,35,Good,0
17279,India,Raisen,153,Unhealthy,1,Good,36,Good,0,Good,153,Unhealthy,2
17280,Finland,Raisio,29,Good,1,Good,29,Good,3,Good,9,Good,0
17281,Estonia,Rakvere,28,Good,1,Good,28,Good,1,Good,12,Good,0
17282,Poland,Rawa Mazowiecka,32,Good,1,Good,32,Good,1,Good,32,Good,0
17283,India,Rayachoti,75,Moderate,0,Good,26,Good,0,Good,75,Moderate,0
17284,Italy,Reggello,40,Good,1,Good,40,Good,1,Good,23,Good,0
17285,Germany,Renningen,33,Good,1,Good,27,Good,2,Good,33,Good,0
17286,United States of America,Richton Park,68,Moderate,2,Good,18,Good,15,Good,68,Moderate,0
17287,United States of America,Rockville,54,Moderate,1,Good,30,Good,5,Good,54,Moderate,0
17288,United Kingdom of Great Britain and Northern Ireland,Royal Tunbridge Wells,28,Good,1,Good,23,Good,6,Good,28,Good,0
17289,Albania,Rreshen,71,Moderate,1,Good,45,Good,1,Good,71,Moderate,0
17290,Japan,Ryuo,44,Good,1,Good,44,Good,0,Good,18,Good,0
17291,Russian Federation,Rzhev,32,Good,0,Good,32,Good,0,Good,10,Good,0
17292,France,Salon De Provence,51,Moderate,1,Good,29,Good,2,Good,51,Moderate,0
17293,Italy,Saluzzo,60,Moderate,1,Good,20,Good,3,Good,60,Moderate,0
17294,Guatemala,San Pedro Carcha,73,Moderate,3,Good,2,Good,6,Good,73,Moderate,0
17295,Japan,Sanjo,41,Good,1,Good,41,Good,0,Good,32,Good,0
17296,Brazil,Santana Do Ipanema,33,Good,0,Good,12,Good,1,Good,33,Good,0
17297,Brazil,Sao Joao De Pirabas,24,Good,0,Good,16,Good,0,Good,24,Good,0
17298,United States of America,Westbrook,49,Good,1,Good,49,Good,2,Good,26,Good,0
17299,Uganda,Wobulenzi,85,Moderate,3,Good,19,Good,1,Good,85,Moderate,0
17300,Germany,Wolfhagen,32,Good,0,Good,28,Good,1,Good,32,Good,0
17301,United States of America,Wooster,55,Moderate,1,Good,41,Good,2,Good,55,Moderate,0
17302,China,Yangcun,152,Unhealthy,4,Good,87,Moderate,12,Good,152,Unhealthy,2
17303,Nigeria,Yenagoa,164,Unhealthy,8,Good,16,Good,6,Good,164,Unhealthy,2
17304,China,Yibin,151,Unhealthy,5,Good,88,Moderate,7,Good,151,Unhealthy,2
17305,Mali,Yorosso,27,Good,1,Good,12,Good,0,Good,27,Good,0
17306,Russian Federation,Yuzhnouralsk,39,Good,1,Good,39,Good,0,Good,14,Good,0
17307,Russian Federation,Zheleznodorozhnyy,29,Good,1,Good,29,Good,0,Good,27,Good,0
17308,Brazil,Paracambi,163,Unhealthy,7,Good,0,Good,20,Good,163,Unhealthy,2
17309,Benin,Parakou,60,Moderate,2,Good,18,Good,0,Good,60,Moderate,0
17310,Brazil,Paratinga,19,Good,0,Good,12,Good,1,Good,19,Good,0
17311,Brazil,Passo Fundo,19,Good,0,Good,19,Good,0,Good,13,Good,0
17312,Indonesia,Pati,79,Moderate,2,Good,67,Moderate,1,Good,79,Moderate,0
17313,France,Pau,33,Good,1,Good,33,Good,1,Good,24,Good,0
17314,United States of America,Pecan Grove,36,Good,0,Good,17,Good,7,Good,36,Good,0
17315,Italy,Piazzola Sul Brenta,62,Moderate,1,Good,28,Good,6,Good,62,Moderate,0
17316,Italy,Pietrasanta,41,Good,1,Good,41,Good,2,Good,16,Good,0
17317,Philippines,Pililla,50,Good,1,Good,26,Good,1,Good,50,Good,0
17318,United States of America,Plantation,58,Moderate,1,Good,10,Good,15,Good,58,Moderate,0
17319,Spain,Plasencia,39,Good,0,Good,38,Good,1,Good,39,Good,0
17320,Germany,Plochingen,47,Good,1,Good,24,Good,3,Good,47,Good,0
17321,Italy,Scordia,57,Moderate,1,Good,37,Good,1,Good,57,Moderate,0
17322,United States of America,Seminole,42,Good,1,Good,40,Good,6,Good,42,Good,0
17323,Russian Federation,Sergiyev Posad,32,Good,1,Good,32,Good,2,Good,21,Good,0
17324,Pakistan,Shujaabad,196,Unhealthy,1,Good,94,Moderate,1,Good,196,Unhealthy,2
17325,Germany,Sinzig,34,Good,0,Good,25,Good,3,Good,34,Good,0
17326,Armenia,Artashat,56,Moderate,1,Good,38,Good,0,Good,56,Moderate,0
17327,Iran (Islamic Republic of),Ashtian,190,Unhealthy,3,Good,190,Unhealthy,2,Good,157,Unhealthy,2
17328,Kyrgyzstan,At Bashi,66,Moderate,0,Good,38,Good,0,Good,66,Moderate,0
17329,United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,0
17330,Romania,Baicoi,41,Good,1,Good,41,Good,0,Good,41,Good,0
17331,Ukraine,Balta,65,Moderate,1,Good,43,Good,0,Good,65,Moderate,0
17332,India,Baragaon,324,Hazardous,1,Good,51,Moderate,1,Good,264,Very Unhealthy,1
17333,India,Barpali,164,Unhealthy,1,Good,67,Moderate,0,Good,164,Unhealthy,2
